user,text,clean_text
DonnaCavanaug12,@JoeBiden HE IS DOING HIS JOB. What the hell are you doing??,"['joebiden', 'job', 'hell']"
BarryRobisonPD,@JoeBiden No tax returns.....no debates,"['joebiden', 'tax', 'return', 'debate']"
QAmerica7,@JoeBiden #HCQWorks,"['joebiden', 'hcqworks']"
JamiCirotti,@JoeBiden Trump is doing a great job! We need you &amp; the idiots to stop with the daily scare tactics. We are not mai… https://t.co/8PXCybLR2S,"['joebiden', 'trump', 'great', 'job', 'need', 'amp', 'idiot', 'stop', 'daily', 'scare', 'tactic', 'mai']"
sofka_juyne,"@JoeBiden We already have all that. Your administration depleted the stockpile causing delay in PPE. HCQ, zpac, and… https://t.co/ollfVFC9yU","['joebiden', 'already', 'administration', 'depleted', 'stockpile', 'causing', 'delay', 'ppe', 'hc', 'ipac']"
Godisincontro20,@JoeBiden We need #Hydroxychloroquin,"['joebiden', 'need', 'hydroxychloroquin']"
BookGoddess2,"@JoeBiden Joe, it is too late for Trump to do his job.  We will hold on until you become president.","['joebiden', 'joe', 'late', 'trump', 'job', 'hold', 'become', 'president']"
kelly10125,@JoeBiden With the China Plague having already spread throughout the world tracing doesn’t do any good. Tracing is… https://t.co/zwebzQbdpp,"['joebiden', 'china', 'plague', 'already', 'spread', 'throughout', 'world', 'tracing', 'good', 'tracing']"
CookieShapes,@JoeBiden We need HCQ &amp;  to get back to living.,"['joebiden', 'need', 'hc', 'amp', 'get', 'back', 'living']"
JG_AgtComercial,@JoeBiden We need trackers to help control the pandemic,"['joebiden', 'need', 'tracker', 'help', 'control', 'pandemic']"
dpparadis123,@JoeBiden Did you not listen to the president's press conference the other day...there is plenty of PPE stockpiled… https://t.co/faa3c6E80b,"['joebiden', 'listen', 'president', 'press', 'conference', 'day', 'plenty', 'ppe', 'stockpile']"
EColdshot,@JoeBiden Unfortunately the Democrats chose to politicize the Wuhan virus. Cuomo botched the epicenter in New York… https://t.co/xj6AnuJIKm,"['joebiden', 'unfortunately', 'democrat', 'chose', 'politician', 'wuhan', 'virus', 'como', 'botched', 'epicenter', 'new', 'york']"
YYoussoufnoba,@JoeBiden Covid 19 est- il une chance pour vous @JoeBiden ? A mon sens vous ne parlez que de ça et rien rien.,"['joebiden', 'covid', '19', 'est', 'il', 'une', 'chance', 'pour', 'vous', 'joebiden', 'mon', 'sen', 'vous', 'ne', 'pale', 'que', 'de', 'ça', 'et', 'rien', 'rien']"
JanetRy19852764,@JoeBiden @realDonaldTrump,"['joebiden', 'realdonaldtrump']"
JudyKayLindholm,@JoeBiden We need a nationwide 2- week shut down,"['joebiden', 'need', 'nationwide', '2', 'week', 'shut']"
JamesWeravetz1,@JoeBiden What would be advisable... People engage brain before starting mouth,"['joebiden', 'would', 'advisable', 'people', 'engage', 'brain', 'starting', 'mouth']"
DesAmerSlaves,@JoeBiden Joe we are giving you the opportunity to join our movement. https://t.co/Pt8GI4gzTq,"['joebiden', 'joe', 'giving', 'opportunity', 'join', 'movement']"
youh8imright,@JoeBiden Dude. We do. We test 800k a day and only find 60k cases. We test more than enough people. Get the hell outta here,"['joebiden', 'dude', 'test', '800k', 'day', 'find', '60k', 'case', 'test', 'enough', 'people', 'get', 'hell', 'out']"
DonnaCavanaug12,@JoeBiden We the people need to hear you answer tough questions randomly and without notes just like Trump does. Ri… https://t.co/j393wj9ZFu,"['joebiden', 'people', 'need', 'hear', 'answer', 'tough', 'question', 'randomly', 'without', 'note', 'like', 'trump', 'ri']"
Jimi971,@JoeBiden He is and it didnt take him 40yrs and counting to do it Joe,"['joebiden', 'didnt', 'take', '40yrs', 'counting', 'joe']"
Tambour14001121,@JoeBiden He is in his sandbox playing with American Humans lives.. https://t.co/QoTjsjtmpC,"['joebiden', 'sandbox', 'playing', 'american', 'human', 'life']"
realTimothyC,@JoeBiden https://t.co/1p1YcsBMdU,['joebiden']
TangDon12,@JoeBiden Chinnese man,"['joebiden', 'chinese', 'man']"
RudeSmoochie,@JoeBiden All we need is #Hydroxychloroquine,"['joebiden', 'need', 'hydroxychloroquine']"
RebornInNJ,"@JoeBiden Why are we pulling 12,000 troops out of Germany ? Are you keeping a check list so you can go back &amp; fix everything he screwed up","['joebiden', 'pulling', '12', '000', 'troop', 'germany', 'keeping', 'check', 'list', 'go', 'back', 'amp', 'fix', 'everything', 'screwed']"
Ramiro09588765,@JoeBiden Too late Joe November he will be voted out he doesn't care about what's happening,"['joebiden', 'late', 'joe', 'november', 'voted', 'care', 'happening']"
NeitaHome,@JoeBiden I agree future president and i bet you can organize that🤚🤚🤚💯💯💯💯,"['joebiden', 'agree', 'future', 'president', 'bet', 'organize', 'raised', 'back', 'hand', 'raised', 'back', 'hand', 'raised', 'back', 'hand', 'hundred', 'point', 'hundred', 'point', 'hundred', 'point', 'hundred', 'point']"
DefyingC,@JoeBiden The under funded school I work at has provided me with more PPE than I need. If a poorly funded school ca… https://t.co/U2tETyxC2G,"['joebiden', 'funded', 'school', 'work', 'provided', 'ppe', 'need', 'poorly', 'funded', 'school', 'ca']"
davis5_krista,@JoeBiden https://t.co/MaImzmBSND,['joebiden']
kelly10125,"@JoeBiden No joe, we don’t need a nationwide testing strategy. All that does is show who’s had it or has it. If you… https://t.co/g9NbwuGZZZ","['joebiden', 'joe', 'need', 'nationwide', 'testing', 'strategy', 'show']"
RichChase12,@JoeBiden https://t.co/Cy4s6xeO9g,['joebiden']
JenS36325543,"@JoeBiden Sadly it seems as if @realDonaldTrump is going to just let it ride til you are sworn in Jan 20, President Biden.","['joebiden', 'sadly', 'seems', 'realdonaldtrump', 'going', 'let', 'ride', 'til', 'sworn', 'jan', '20', 'president', 'biden']"
BibleMovin,@JoeBiden get out man,"['joebiden', 'get', 'man']"
AngieOndeck,@JoeBiden Joe only you will show TRUMPET how effective you will be as President. Please pick Susan Rice as VP.,"['joebiden', 'joe', 'show', 'trumpet', 'effective', 'president', 'please', 'pick', 'susan', 'rice', 'vp']"
Liberty13046,@JoeBiden https://t.co/1vVDWJPzw7,['joebiden']
PFM912,@JoeBiden https://t.co/Wh7tbGZRXE,['joebiden']
TheBigEddy,@JoeBiden I'm with joe!l Let's get it done joe!  #Biden2020Landslide https://t.co/qxCRpbm6Dg,"['joebiden', 'joe', 'l', 'let', 'get', 'done', 'joe', 'biden2020landslide']"
stadium_suana,"@JoeBiden If spreading lies and fear is the only way you can win, then sure! #lies #fakecovidnumbers","['joebiden', 'spreading', 'lie', 'fear', 'way', 'win', 'sure', 'lie', 'fakecovidnumbers']"
DarmanIsabelle,@JoeBiden Your absolutely right- I may not love you as a candidate but I could put our differences of opinion aside… https://t.co/weETSnVNbb,"['joebiden', 'absolutely', 'right', 'may', 'love', 'candidate', 'could', 'put', 'difference', 'opinion', 'aside']"
PFM912,@JoeBiden https://t.co/hS1rTl84bG,['joebiden']
DonnyBahama,@JoeBiden We need single payer healthcare.  We need free and fair elections.  We need to get money out of politics.… https://t.co/B0G8ZedbYk,"['joebiden', 'need', 'single', 'payer', 'healthcare', 'need', 'free', 'fair', 'election', 'need', 'get', 'money', 'politics']"
Mamaof212154947,@JoeBiden You're disqualified!  https://t.co/VZ7UTNu8uc,"['joebiden', 'disqualified']"
DanKelly7,@JoeBiden Yo mindless Joe you ain’t tracing me and tell us all again how  you would do better than a 98.7% recovery… https://t.co/0BmdZstgpV,"['joebiden', 'yo', 'mindless', 'joe', 'tracing', 'tell', 'u', 'would', 'better', '98', '7', 'recovery']"
PFM912,"@JoeBiden 50 million plus tests already done. We need HCQ, zpacks, and zinc given to those affected. That is not a… https://t.co/e4W1ZVBVZl","['joebiden', '50', 'million', 'plus', 'test', 'already', 'done', 'need', 'hc', 'pack', 'zinc', 'given', 'affected']"
thewayofenoch,@JoeBiden Did you not watch the press conference yesterday? 55 million Americans were tested. That’s pretty compreh… https://t.co/9P6XZcgW34,"['joebiden', 'watch', 'press', 'conference', 'yesterday', '55', 'million', 'american', 'tested', 'pretty', 'complex']"
AJSnarffington,"@JoeBiden We the People NEED for you NEXT REAL PRESIDENT BIDEN to start on NOV 4th, 2020!","['joebiden', 'people', 'need', 'next', 'real', 'president', 'biden', 'start', 'nov', '4th', '2020']"
anguillaman2,@JoeBiden Trump loves to campaign and play golf. Leading is not his strength https://t.co/AHKIKFqLGj,"['joebiden', 'trump', 'love', 'campaign', 'play', 'golf', 'leading', 'strength']"
DebGray57096580,@JoeBiden Dear President Biden.  LEAD NOW as if you ARE OUR PRESIDENT !!!  As of NOW - We do not have a LEADER.  IT… https://t.co/uX82OfOdC9,"['joebiden', 'dear', 'president', 'biden', 'lead', 'president', 'leader']"
The_truthplease,@JoeBiden We need you to shutup you give me a headache,"['joebiden', 'need', 'shut', 'give', 'headache']"
trumpisathug,@JoeBiden https://t.co/etxD7FRhGO,['joebiden']
JimmyAliberal,"@JoeBiden Look at you, in control and in command!!!!!! https://t.co/mG23M23BdZ","['joebiden', 'look', 'control', 'command']"
John85553736,@JoeBiden Kamala Harris please.,"['joebiden', 'kamal', 'harris', 'please']"
trumpisathug,@JoeBiden https://t.co/wf7Br3CmPV,['joebiden']
LUKEMARTIN_CFC,@JoeBiden If you are elected please learn from the mistakes of trump,"['joebiden', 'elected', 'please', 'learn', 'mistake', 'trump']"
trumpisathug,@JoeBiden https://t.co/vlUXjYvGTs,['joebiden']
silverncopper,"@JoeBiden 💯 Agree, we need a level headed and honest man like Biden in office especially to start stabilizing our Country.","['joebiden', 'hundred', 'point', 'agree', 'need', 'level', 'headed', 'honest', 'man', 'like', 'biden', 'office', 'especially', 'start', 'stabilizing', 'country']"
liz40497,@JoeBiden No matter what anyone says he just doesn't want to he must hate us otherwise why would he be ok with over… https://t.co/v9hOy2wt1c,"['joebiden', 'matter', 'anyone', 'say', 'want', 'must', 'hate', 'u', 'otherwise', 'would', 'ok']"
Brownsugamama00,@JoeBiden https://t.co/RCB4EhNWrF,['joebiden']
trumpisathug,@JoeBiden https://t.co/xUTZzsy1kS,['joebiden']
Stock_Hunter65,@JoeBiden If you win you will be committed to assisted living November 15,"['joebiden', 'win', 'committed', 'assisted', 'living', 'november', '15']"
DLovelectric,@JoeBiden https://t.co/4wzo2yM7KS,['joebiden']
BarrySoetoro44,@JoeBiden All those things are being done already #WeDontNeedYou,"['joebiden', 'thing', 'done', 'already', 'wedontneedyou']"
wb5384,@JoeBiden Didn't you and Obama halt funding for H1N1 testing back in 2009? How can we trust you to handle covid? Ho… https://t.co/deFr5jWXJ3,"['joebiden', 'obama', 'halt', 'funding', 'h1n1', 'testing', 'back', '2009', 'trust', 'handle', 'covid', 'ho']"
AlexDia43901699,@JoeBiden You guys really wanna vote this dummy in who can’t get a sentence out of his mouth? And want to defund th… https://t.co/PCBIynNuKw,"['joebiden', 'guy', 'really', 'wan', 'na', 'vote', 'dummy', 'get', 'sentence', 'mouth', 'want', 'defend', 'th']"
DsHangman,"@JoeBiden He is doing his job, Americans don’t want tracing, PPE is flush, we want the virus ended which is basical… https://t.co/U1ccP5jRRR","['joebiden', 'job', 'american', 'want', 'tracing', 'ppe', 'flush', 'want', 'virus', 'ended', 'musical']"
DogLovingSandra,"@JoeBiden He's not going to, that's why we need you.","['joebiden', 'going', 'need']"
zzzbor,@JoeBiden https://t.co/RCw1to53sA,['joebiden']
blessmyass21,"@JoeBiden THIS president? The one who indentifies man, woman, a camera and a tv? His job is to sit still in make up chair.   Stop it.","['joebiden', 'president', 'one', 'identifies', 'man', 'woman', 'camera', 'tv', 'job', 'sit', 'still', 'make', 'chair', 'stop']"
paul50078669,@JoeBiden China Joe.  Trump has been doing his job excellently.  Your dementia will prevent you from doing your job… https://t.co/o3qDyhdTI4,"['joebiden', 'china', 'joe', 'trump', 'job', 'excellent', 'dementia', 'prevent', 'job']"
GPHILLC,"@JoeBiden You are supposed to be a leader. How about instead of saying what you need, which is bullshit talk for yo… https://t.co/GZtpnLyMWZ","['joebiden', 'supposed', 'leader', 'instead', 'saying', 'need', 'bullshit', 'talk', 'yo']"
4gramma28,@JoeBiden We needed this months ago but - Trump/GOP,"['joebiden', 'needed', 'month', 'ago', 'trump', 'gop']"
MrsMaga2020,"@JoeBiden We needed YOU for 43 years to DO YOUR JOB! But you failed to do anything but cover up treason, embezzle m… https://t.co/NFniq5kiXh","['joebiden', 'needed', '43', 'year', 'job', 'failed', 'anything', 'cover', 'treason', 'embezzle']"
Huskerrob74,@JoeBiden How would you accomplish that Joe?  Shutting down refineries and retraining oil workers?  You have no pla… https://t.co/QWabCPjqM0,"['joebiden', 'would', 'accomplish', 'joe', 'shutting', 'refinery', 'retaining', 'oil', 'worker', 'pla']"
StephenSociali1,@JoeBiden https://t.co/2Okk1femaX,['joebiden']
dcaple6,@JoeBiden https://t.co/EBf7ABHCgD,['joebiden']
BeadQueen59,@JoeBiden Hahaaaa and YOU are supposed to be THE ONE.....play that record player at night..🤣🤣🤣,"['joebiden', 'aaaaaa', 'supposed', 'one', 'play', 'record', 'player', 'night', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing']"
markpannebecker,"@JoeBiden This is stupid tweet. Don’t tell the people what trump needs to do, tell them what you’ll do. What if he… https://t.co/bv4N7IBCMJ","['joebiden', 'stupid', 'tweet', 'tell', 'people', 'trump', 'need', 'tell']"
RaiUmeshRai65,@JoeBiden Testing &amp; isolation is the key to fight Covid-19.,"['joebiden', 'testing', 'amp', 'isolation', 'key', 'fight', 'covid', '19']"
HelenLowe19,@JoeBiden WE NEED THIS SO-CALLED POTUS OUT THE WHITE HOUSE AND HE CAN MOVE TO RUSSIA WITH THE COUNTRY AND THE MAN H… https://t.co/8jDARQ3TJS,"['joebiden', 'need', 'called', 'pot', 'white', 'house', 'move', 'russia', 'country', 'man', 'h']"
HappyPreppers,@JoeBiden Your keepers have your PPE:  #ByeByeBiden (Third time's NOT a charm.) https://t.co/Vyk57F9lxR,"['joebiden', 'keeper', 'ppe', 'byebyebiden', 'third', 'time', 'charm']"
SecondaryBurner,@JoeBiden We need this president to GTFO.,"['joebiden', 'need', 'president', 'gt']"
thebigfade,"@JoeBiden We need test results with in 48 hours, it’s all pointless otherwise. NFL, NBA and the WH can get it, the… https://t.co/m2w6qQpR5X","['joebiden', 'need', 'test', 'result', '48', 'hour', 'pointless', 'otherwise', 'nfl', 'nba', 'wh', 'get']"
Cindy_Lashbrook,@JoeBiden He just needs to get out of the way.,"['joebiden', 'need', 'get', 'way']"
erod110,"@JoeBiden Besides being guided out cause he doesn’t know where he is, WHY isn’t him or any of these people wearing… https://t.co/Kb1oct7jUI","['joebiden', 'besides', 'guided', 'cause', 'know', 'people', 'wearing']"
LincolnDuncan8,"@JoeBiden ...""and of course, we need for every American to have healthcare, not just ACCESS to healthcare, during t… https://t.co/umBzMUOM8W","['joebiden', 'course', 'need', 'every', 'american', 'healthcare', 'access', 'healthcare']"
blondee6262,@JoeBiden Nothing like showing up to the party 6 months too late! #LiberalismIsAMentalDisorder #bidenistheenemy,"['joebiden', 'nothing', 'like', 'showing', 'party', '6', 'month', 'late', 'liberalismisamentaldisorder', 'bidenistheenemy']"
DeplorableRay,@JoeBiden Earth to quid pro quo Joe.. HE IS!,"['joebiden', 'earth', 'uid', 'pro', 'quo', 'joe']"
constituitional,@JoeBiden We really just need hydroxy chloroquine the rest is politics from you party!!,"['joebiden', 'really', 'need', 'hydroxy', 'chloroquine', 'rest', 'politics', 'party']"
mikaritaville,@JoeBiden He is,['joebiden']
jackiemarelle,@JoeBiden @Pangolin1214 That ship has sailed.,"['joebiden', 'mandolin1214', 'ship', 'sailed']"
BuskirkBryan,@JoeBiden Then get the hell out of his way so he can......,"['joebiden', 'get', 'hell', 'way']"
Squirrelpower99,@JoeBiden https://t.co/eQSp1clptM,['joebiden']
Georgeclaireann,"@JoeBiden Please, no Hit Job Harris!!!! Will be BIG MISTAKE.  Rice or Demmings so much better. Could never pull the lever for Harris!","['joebiden', 'please', 'hit', 'job', 'harris', 'big', 'mistake', 'rice', 'dealing', 'much', 'better', 'could', 'never', 'pull', 'lever', 'harris']"
AmericanTeatch1,@JoeBiden He won't do his job hasn't done it for a single 24 hour period !  Time to look at it as the way it is :… https://t.co/F7QDhK3aqO,"['joebiden', 'job', 'done', 'single', '24', 'hour', 'period', 'time', 'look', 'way']"
Rain93236540,@JoeBiden Who wrote this? It's way too coherent.,"['joebiden', 'wrote', 'way', 'coherent']"
