user,text,clean_text
r_alistair,@JoeBiden Have you been allowed out of your room yet?,"['joebiden', 'allowed', 'room', 'yet']"
AndrewCrystal8,@JoeBiden The virus was hammered into people's heads. The test of a third world war on an intellectual level. The r… https://t.co/pDpgnYHFeL,"['joebiden', 'virus', 'hammered', 'people', 'head', 'test', 'third', 'world', 'war', 'intellectual', 'level', 'r']"
GNSVRO,@JoeBiden Sleepy bastard joe,"['joebiden', 'sleepy', 'bastard', 'joe']"
LeftHand82,@JoeBiden Stop letting other people write these tweets for you. It is so much more entertaining when you attempt to write them yourself,"['joebiden', 'stop', 'letting', 'people', 'write', 'tweet', 'much', 'entertaining', 'attempt', 'write']"
Jimmy15605649,@JoeBiden Stfu! 🖕🏻,"['joebiden', 'stu', 'middle', 'finger', 'light', 'skin', 'tone']"
GNSVRO,@JoeBiden Really dumb,"['joebiden', 'really', 'dumb']"
RichKeller05,@JoeBiden Just like you and Obama did with H1N1 60 million plus infected!!! Then you stopped testing.,"['joebiden', 'like', 'obama', 'h1n1', '60', 'million', 'plus', 'infected', 'stopped', 'testing']"
z531,"@JoeBiden Mr. Biden, you've been an elected political official for 4 or 5 decades. You've claimed credit for headin… https://t.co/rff85PLFHq","['joebiden', 'mr', 'biden', 'elected', 'political', 'official', '4', '5', 'decade', 'claimed', 'credit', 'heading']"
proximalhd,@JoeBiden https://t.co/qnP4FZkmED,['joebiden']
joymogs,@JoeBiden We need a national face mask mandate!!!! And for it to be enforced!!!,"['joebiden', 'need', 'national', 'face', 'mask', 'mandate', 'enforced']"
Keomaste1216,@JoeBiden Is there a PPE shortage? I know right now I can go to my local grocery store and buy a pack of surgical m… https://t.co/hZ57o2vAh9,"['joebiden', 'ppe', 'shortage', 'know', 'right', 'go', 'local', 'grocery', 'store', 'buy', 'pack', 'surgical']"
BrendanHorn7,@JoeBiden https://t.co/pR6YoYDuuj,['joebiden']
PAcitizentoo,@JoeBiden We don’t need any of that nor do we need a vaccine. The virus will pass on its own it is showing that in… https://t.co/Lh9gFRDSB1,"['joebiden', 'need', 'need', 'vaccine', 'virus', 'pas', 'showing']"
MurderFancier,@JoeBiden Debate Trump or admit defeat. You are a laughing stock. https://t.co/BfVUqHVuWu,"['joebiden', 'debate', 'trump', 'admit', 'defeat', 'laughing', 'stock']"
jeg_28,@JoeBiden But you will have to do it for him - and I can't wait to see you in the Oval Office.,"['joebiden', 'wait', 'see', 'oval', 'office']"
CBeck91267728,@JoeBiden How are you going to get this done from your basement? Your family should really stop this joke. It's elder abuse.,"['joebiden', 'going', 'get', 'done', 'basement', 'family', 'really', 'stop', 'joke', 'elder', 'abuse']"
ScottJo30638266,@JoeBiden https://t.co/yzawZg1uDQ,['joebiden']
Sarahwhite272,@JoeBiden He is too busy running for reelection. He has been busy with this since 01/21/2017,"['joebiden', 'busy', 'running', 'reelection', 'busy', 'since', '01', '21', '2017']"
Florio21,@JoeBiden And that's exactly what he's doing sleepy joe!,"['joebiden', 'exactly', 'sleepy', 'joe']"
mabzgram,"@JoeBiden No sir, we don't need this president to do his job. We need YOU!","['joebiden', 'sir', 'need', 'president', 'job', 'need']"
Real_KevinJones,@JoeBiden How about start by getting yourself tested!!,"['joebiden', 'start', 'getting', 'tested']"
hickory63,@JoeBiden We will not accept a tracing program in a free country. We have PPE  coming out our ears.  We need to sto… https://t.co/voSQWghfj7,"['joebiden', 'accept', 'tracing', 'program', 'free', 'country', 'ppe', 'coming', 'ear', 'need', 'sto']"
nanuk0509,"@JoeBiden ""WELCOME TO KINGSWOOD COMMUNITY CENTER!.."" Only that's not where you were","['joebiden', 'welcome', 'kingswood', 'community', 'center']"
heiditennis123,@JoeBiden Yes! My friends mother just died from lack of action from the government - she wouldn’t have gotten COVID… https://t.co/ySgbJTIimK,"['joebiden', 'yes', 'friend', 'mother', 'died', 'lack', 'action', 'government', 'gotten', 'covid']"
kam18973295,@JoeBiden We need to make sure you never get elected,"['joebiden', 'need', 'make', 'sure', 'never', 'get', 'elected']"
LindaKerzel,@JoeBiden Hey Joe.....trump has already done all that!  Pay attention!,"['joebiden', 'hey', 'joe', 'trump', 'already', 'done', 'pay', 'attention']"
1shark2016,"@JoeBiden Actually, given his level of ignorance, racism, homophobia, xenophobia, and just downright cruelty....I w… https://t.co/0vEmH6EtRo","['joebiden', 'actually', 'given', 'level', 'ignorance', 'racism', 'homophobia', 'xenophobia', 'downright', 'cruelty', 'w']"
James84Ricky,@JoeBiden @realDonaldTrump @pence  both should resign if you can’t do this,"['joebiden', 'realdonaldtrump', 'penny', 'resign']"
notaliberal76,@JoeBiden Or people could just take hydrochloroquine like all those doctors just came out recommending.   Turns out… https://t.co/w44HMEGK2I,"['joebiden', 'people', 'could', 'take', 'hydrochloroquine', 'like', 'doctor', 'came', 'recommending', 'turn']"
PearlyMae13,@JoeBiden You leading already an doing more then Donald Duck and u don’t need a big crowd to lead your country ando… https://t.co/nddlJH0mct,"['joebiden', 'leading', 'already', 'donald', 'duck', 'u', 'need', 'big', 'crowd', 'lead', 'country', 'and']"
VeryHeavyUncle,@JoeBiden For someone who doesn't support #MedicareForAll - the single most essential service needed by the America… https://t.co/RuPHyUL1rs,"['joebiden', 'someone', 'support', 'medicareforall', 'single', 'essential', 'service', 'needed', 'america']"
BraceUrFace,"@JoeBiden What we need is the Democrats to stop lying, stop allowing criminals to destroy our cities, and stop lett… https://t.co/b91oOp6MDf","['joebiden', 'need', 'democrat', 'stop', 'lying', 'stop', 'allowing', 'criminal', 'destroy', 'city', 'stop', 'left']"
ReneuDetox,@JoeBiden We’re just waiting on you Joe! Done with him.,"['joebiden', 'waiting', 'joe', 'done']"
TweetyB65,@JoeBiden We need you. This president doesn't deserve the title.,"['joebiden', 'need', 'president', 'deserve', 'title']"
Beclyn1,@JoeBiden Trump did more in 3 yr then you did in 40🙌🙌🙌🙌,"['joebiden', 'trump', '3', 'yr', '40', 'raising', 'hand', 'raising', 'hand', 'raising', 'hand', 'raising', 'hand']"
HelenPoznanski,"@JoeBiden @richberger5 Get ready, I'm sure it'll still be a problem when you take office.","['joebiden', 'richberger5', 'get', 'ready', 'sure', 'still', 'problem', 'take', 'office']"
hatesocialism76,@JoeBiden Shut up corn pops handler. Nobody cares what you say,"['joebiden', 'shut', 'corn', 'pop', 'handler', 'nobody', 'care', 'say']"
RedPillMemes,@JoeBiden https://t.co/Rf5OVt1y8b,['joebiden']
MomPortie,"@JoeBiden Lead, follow, or get out of the way.","['joebiden', 'lead', 'follow', 'get', 'way']"
RitaBau99781275,@JoeBiden We need a leader that is not a nut case!!,"['joebiden', 'need', 'leader', 'nut', 'case']"
SPolymathe,@JoeBiden https://t.co/IXzLwLtwGK https://t.co/HGYsdeT7wS,['joebiden']
purefishmalk,@JoeBiden https://t.co/sHFICJqUsV,['joebiden']
JohnPflughoft,@JoeBiden https://t.co/d1icLNdE4h,['joebiden']
tahernator,@JoeBiden We also need hazard pay for ALL healthcare workers,"['joebiden', 'also', 'need', 'hazard', 'pay', 'healthcare', 'worker']"
WPCreations1,@JoeBiden What have you done for 40 years??? President Trump has done more for the people in 4 years than you did i… https://t.co/w07nPWZShU,"['joebiden', 'done', '40', 'year', 'president', 'trump', 'done', 'people', '4', 'year']"
OppPhotog,"@JoeBiden Certainly hope you have a contingency plan for this, for when you assume the Presidency, that can be imme… https://t.co/GBTCtwVQbC","['joebiden', 'certainly', 'hope', 'contingency', 'plan', 'assume', 'presidency', 'immer']"
Richard36400077,@JoeBiden God Joe can chat some shit he's been doing it for years in politics,"['joebiden', 'god', 'joe', 'chat', 'shit', 'year', 'politics']"
MikeM63419633,@JoeBiden He's too busy looking into alein dna and demon sperm. Weird,"['joebiden', 'busy', 'looking', 'alien', 'dna', 'demon', 'sperm', 'weird']"
riashrimpp,@JoeBiden #Trump2020,"['joebiden', 'trump2020']"
athenz,@JoeBiden Tell your handlers to up your meds. The delusions of grandeur are creeping back in.,"['joebiden', 'tell', 'handler', 'men', 'delusion', 'grandeur', 'creeping', 'back']"
Truckie69898502,@JoeBiden Your a few months late on your input... How was hibernation?,"['joebiden', 'month', 'late', 'input', 'hibernation']"
JupiterNest,@JoeBiden We need you to do your job as the Democratic nominee and speak to the press and answer questions.,"['joebiden', 'need', 'job', 'democratic', 'nominee', 'speak', 'press', 'answer', 'question']"
GatsbyChristian,"@JoeBiden @realDonaldTrump @cnn  WHY didnt Obama/BIDEN replenish PPEs? FACT: ""NO indication Obama/Biden took steps… https://t.co/YX9TtAfXU8","['joebiden', 'realdonaldtrump', 'cnn', 'didnt', 'obama', 'biden', 'replenish', 'ppen', 'fact', 'indication', 'obama', 'biden', 'took', 'step']"
51Kdl,@JoeBiden Isn't that what our current president is doing all the above how original go back to sleep joe https://t.co/OsWKQ51JyD,"['joebiden', 'current', 'president', 'original', 'go', 'back', 'sleep', 'joe']"
carole26900241,@JoeBiden Don’t forget our public school personnel and students.,"['joebiden', 'forget', 'public', 'school', 'personnel', 'student']"
KatinkaLyngroth,@JoeBiden We all know that Trump won´t ever do his job. He doesn´t care about people dying. All he cares about is b… https://t.co/0ubNbQd1VX,"['joebiden', 'know', 'trump', 'ever', 'job', 'care', 'people', 'dying', 'care', 'b']"
jimmy0726,@JoeBiden This 👇https://t.co/vsLeI8JBH1 https://t.co/orvgd2pZ2L,"['joebiden', 'backhand', 'index', 'pointing']"
MichaelHalo6,"@JoeBiden Capital P, Jill. 👊","['joebiden', 'capital', 'p', 'jill', 'oncoming', 'fist']"
Sunsetmooncrui1,"@JoeBiden Joe please tell us more stories of when you were a kid back in the 50’s.  Your stories never get old, tell us more about CornPoP.","['joebiden', 'joe', 'please', 'tell', 'u', 'story', 'kid', 'back', '50', 'story', 'never', 'get', 'old', 'tell', 'u', 'cornpop']"
CatDoctored,@JoeBiden https://t.co/dmOqERHoj5,['joebiden']
redskinnedwolff,@JoeBiden 44 years in office and NOW you think you can make a difference? Gtfoh https://t.co/m27prZYIGV,"['joebiden', '44', 'year', 'office', 'think', 'make', 'difference', 'goth']"
MarkMBigMack,@JoeBiden https://t.co/HBGDAB8Lft,['joebiden']
rmrajt,@JoeBiden This is common sense from a man with a heart. The next president of the United States: @JoeBiden 🙏 #Biden2020,"['joebiden', 'common', 'sense', 'man', 'heart', 'next', 'president', 'united', 'state', 'joebiden', 'folded', 'hand', 'biden2020']"
DaveKauffman12,"@JoeBiden Nighty night, sleepy Joe","['joebiden', 'night', 'night', 'sleepy', 'joe']"
K87327961G,@JoeBiden First he had to restock the warehouse you and your buddy Obama let run dry,"['joebiden', 'first', 'stock', 'warehouse', 'buddy', 'obama', 'let', 'run', 'dry']"
KathyRadigan,@JoeBiden We need you to win in November and fix this mess.,"['joebiden', 'need', 'win', 'november', 'fix', 'mess']"
BlueDog5567,@JoeBiden We need Donald Trump OUT and someone competent running the country!  He needs to be fired - now!!,"['joebiden', 'need', 'donald', 'trump', 'someone', 'competent', 'running', 'country', 'need', 'fired']"
ZuijMC,@JoeBiden If you have a problem figuring out whether you’re for me or Trump you ain’t black - Joe Biden,"['joebiden', 'problem', 'figuring', 'whether', 'trump', 'black', 'joe', 'biden']"
NickMil68092471,@JoeBiden https://t.co/XyyxcoRhjf,['joebiden']
mdfan1,@JoeBiden What we dont need is you doing his job,"['joebiden', 'dont', 'need', 'job']"
iwannago_higher,@JoeBiden He can't do the job.  That much is clear.  We need YOU!!,"['joebiden', 'job', 'much', 'clear', 'need']"
summie_time,@JoeBiden 98% survival rate...  there is a cure.  Is this about a virus or an ELECTION?,"['joebiden', '98', 'survival', 'rate', 'cure', 'virus', 'election']"
Fjkii3,@JoeBiden https://t.co/9fJxljtLeQ,['joebiden']
sataniccomrade,"@JoeBiden We need, DEMAND, MEDICARE FOR ALL #mfa #MedicareForAll","['joebiden', 'need', 'demand', 'medical', 'mfa', 'medicareforall']"
matlet33,@JoeBiden #puppetforevil,"['joebiden', 'puppetforevil']"
plentyforever,@JoeBiden Q is busting you,"['joebiden', 'q', 'busting']"
K87327961G,@JoeBiden Your a day late and a dollar short,"['joebiden', 'day', 'late', 'dollar', 'short']"
Boldglory,@JoeBiden Bla bla bla.  Empty words.  You’ve got nothing.,"['joebiden', 'bla', 'bla', 'bla', 'empty', 'word', 'got', 'nothing']"
BhReOaKrEtN_tj,@JoeBiden We need a leader not a show host.  Trump's in over his head and he is hell bent on taking us all down with him. #TrumpFailsAmerica,"['joebiden', 'need', 'leader', 'show', 'host', 'trump', 'head', 'hell', 'bent', 'taking', 'u', 'trumpfailsamerica']"
Shoeshinegirl57,"@JoeBiden And incarceration for most of the CRIMINAL @USGOP . Please SEIZE passports so they CANNOT become  ""The Bo… https://t.co/SQYjyVA38C","['joebiden', 'incarceration', 'criminal', 'stop', 'please', 'seize', 'passport', 'can', 'not', 'become', 'bo']"
VisjonE,@JoeBiden 🤡,"['joebiden', 'clown', 'face']"
eltorosfo,@JoeBiden All of Trump’s Campaign Promises have not been met. After 3.75 years of Trump. We do need someone to Make… https://t.co/lWyNgEpVM1,"['joebiden', 'trump', 'campaign', 'promise', 'met', '3', '75', 'year', 'trump', 'need', 'someone', 'make']"
SDC_889,@JoeBiden #BidensTwitterGuySucks,"['joebiden', 'bidenstwitterguysucks']"
joetstat,@JoeBiden We need you Joe and a flipped Senate.,"['joebiden', 'need', 'joe', 'flipped', 'senate']"
sandraB01389670,@JoeBiden W w https://t.co/PChn9ACQUG,"['joebiden', 'w', 'w']"
OlufowoteAyoola,"@JoeBiden America needs Joe Biden to fix all these right. Vote Joe Biden 2020,vote right.","['joebiden', 'america', 'need', 'joe', 'biden', 'fix', 'right', 'vote', 'joe', 'biden', '2020', 'vote', 'right']"
BernardResnik,"@JoeBiden Wait a damn minute!!!!!!! Are you saying watching TV, looking at Twitter( not reading.), and playing golf… https://t.co/1Q0Ml6brtR","['joebiden', 'wait', 'damn', 'minute', 'saying', 'watching', 'tv', 'looking', 'twitter', 'reading', 'playing', 'golf']"
postmanusa,@JoeBiden https://t.co/jX91jFgVFa,['joebiden']
realW0LFLY,@JoeBiden https://t.co/rtY7mdWeeb,['joebiden']
Mimitraki,@JoeBiden We need you to get out and stop hiding in the basement.,"['joebiden', 'need', 'get', 'stop', 'hiding', 'basement']"
Bjorkian15,@JoeBiden We need you! #Biden2020ToSaveAmerica #BidenPledgesAllegianceToUS #Biden2020 https://t.co/yJgU2IeJpp,"['joebiden', 'need', 'biden2020tosaveamerica', 'bidenpledgesallegiancetous', 'biden2020']"
chiefkeefStunna,"@JoeBiden stfu bill he is doing his job, last time i remember you can’t complete a sentence without completely fucking up","['joebiden', 'stu', 'bill', 'job', 'last', 'time', 'remember', 'complete', 'sentence', 'without', 'completely', 'fucking']"
ZBDay1,@JoeBiden Y’all need to quit making this virus out to be so deadly! I 100% guarantee that if you were elected the… https://t.co/vH4hTtrw1n,"['joebiden', 'need', 'quit', 'making', 'virus', 'deadly', '100', 'guarantee', 'elected']"
sukieshagme1tym,@JoeBiden Well Jojo since you know exactly what we need why don't you work as a proposal then go bridge the gap bet… https://t.co/z35DCPiyXd,"['joebiden', 'well', 'jojo', 'since', 'know', 'exactly', 'need', 'work', 'proposal', 'go', 'bridge', 'gap', 'bet']"
sherri113_sm,@JoeBiden Please Former VP Joe ask Former P. Obama to be your Vice President. Please.... we the team back together. Save America.,"['joebiden', 'please', 'former', 'vp', 'joe', 'ask', 'former', 'p', 'obama', 'vice', 'president', 'please', 'team', 'back', 'together', 'save', 'america']"
LassFromSC,"@JoeBiden Joe, keep up with the news.  When are you interviewing with Chris Wallace?","['joebiden', 'joe', 'keep', 'news', 'interviewing', 'chris', 'wallace']"
MarcoVincio3,"@JoeBiden American political deception @realDonaldTrump is responsible for destroying the""American Dream"" He was un… https://t.co/oTCH7Dk48I","['joebiden', 'american', 'political', 'deception', 'realdonaldtrump', 'responsible', 'destroying', 'american', 'dream', 'un']"
theweirdwelch,@JoeBiden You're like three months too late dude,"['joebiden', 'like', 'three', 'month', 'late', 'dude']"
frankvilkas,"@JoeBiden It's under control and declining nationally. You can't run on any record, because you haven't got one. So… https://t.co/phVjHAMsQc","['joebiden', 'control', 'declining', 'nationally', 'run', 'record', 'got', 'one']"
JASONMCNAB,"@JoeBiden Haha still pumping the PPE fraud. Hysterical. Are we short ventilators too you dementia clown, haha!","['joebiden', 'haha', 'still', 'pumping', 'ppe', 'fraud', 'hysterical', 'short', 'ventilator', 'dementia', 'clown', 'haha']"
2020Obvious,@JoeBiden Tell your ventriloquists to stop tweeting in your name! Your Handlers/caretakers will be in charge of our… https://t.co/t5mpvuuYBS,"['joebiden', 'tell', 'ventriloquist', 'stop', 'meeting', 'name', 'handler', 'caretaker', 'charge']"
MartinAsomaning,@JoeBiden Trump is a looser a sitting president always focusing on fake news. Do what’s necessary and stop complain… https://t.co/98V3HmuNNU,"['joebiden', 'trump', 'loser', 'sitting', 'president', 'always', 'focusing', 'fake', 'news', 'necessary', 'stop', 'complain']"
jshireyvoigt,@JoeBiden We need to stop hassling people.  END THE WAR ON WEED,"['joebiden', 'need', 'stop', 'passing', 'people', 'end', 'war', 'weed']"
TheTomeofTom,"@JoeBiden 46, 45 has no plan. I look forward to your leadership.","['joebiden', '46', '45', 'plan', 'look', 'forward', 'leadership']"
IndigoOcean,@JoeBiden Sorry. He's too busy doing his job for Putin... and golfing.,"['joebiden', 'sorry', 'busy', 'job', 'putin', 'going']"
Orlien,@JoeBiden LOL Joey! Trump long ago provided millions of PPE for the health care workers.....where in the world have… https://t.co/iHc41UgJTA,"['joebiden', 'lol', 'joey', 'trump', 'long', 'ago', 'provided', 'million', 'ppe', 'health', 'care', 'worker', 'world']"
Jrod2110,@JoeBiden Pick @AmbassadorRice as #VP.,"['joebiden', 'pick', 'ambassadorrice', 'vp']"
davidpcrosby,@JoeBiden https://t.co/Uv8Bmc6YKG,['joebiden']
Airborn781,@JoeBiden I call BULLSHIT,"['joebiden', 'call', 'bullshit']"
Dogbarxx,@JoeBiden #EndorseUBI #UBI #MLK,"['joebiden', 'endorseubi', 'ubi', 'mlk']"
pfabiani,@JoeBiden Joe - you can't even read from notes and a teleprompter. There is NO way you are going to run America.   RETIRE!,"['joebiden', 'joe', 'even', 'read', 'note', 'teleprompter', 'way', 'going', 'run', 'america', 'retire']"
VBitter01,@JoeBiden The memory failing part is classic 😂😂 https://t.co/FMs09grRKH,"['joebiden', 'memory', 'failing', 'part', 'classic', 'face', 'tear', 'joy', 'face', 'tear', 'joy']"
rocklotusfish,"@JoeBiden You know the history, but you achieved nothing meaningful during your past 40+ years in the government. Trump 2020 landslide.","['joebiden', 'know', 'history', 'achieved', 'nothing', 'meaningful', 'past', '40', 'year', 'government', 'trump', '2020', 'landslide']"
trumpsgottago1,@JoeBiden @JoeBiden as long as your optimism is based in reality and not fantasy like @realDonaldTrump all will be ok!,"['joebiden', 'joebiden', 'long', 'optimism', 'based', 'reality', 'fantasy', 'like', 'realdonaldtrump', 'ok']"
jrnyinpeace,@JoeBiden Hope doesn't stop evictions. Help stops evictions. Less hope and more help @JoeBiden.  Voters have heard enough happy talk.,"['joebiden', 'hope', 'stop', 'eviction', 'help', 'stop', 'eviction', 'le', 'hope', 'help', 'joebiden', 'voter', 'heard', 'enough', 'happy', 'talk']"
AldusHobbs,"@JoeBiden Lots of potentially very dry, dusty roads as we run low on primary water sources.","['joebiden', 'lot', 'potentially', 'dry', 'dusty', 'road', 'run', 'low', 'primary', 'water', 'source']"
_soggycrouton,@JoeBiden This tweet is meaningless.,"['joebiden', 'tweet', 'meaningless']"
wildaweed,@JoeBiden Think of them as the Axis. Who’s your Ike? Your Patton? Your MacArthur? Start naming names and put them to work.,"['joebiden', 'think', 'axis', 'ike', 'patron', 'macarthur', 'start', 'naming', 'name', 'put', 'work']"
Kellyj74745728,@JoeBiden With Muslims and China running show no thanks joe sold soul Gitmo awaits,"['joebiden', 'muslim', 'china', 'running', 'show', 'thanks', 'joe', 'sold', 'soul', 'vitro', 'awaits']"
xzulas,"@JoeBiden There is no ""We"" there is the rich and the rest of us!!","['joebiden', 'rich', 'rest', 'u']"
millerfred,@JoeBiden Career politicians made it a tough road by taxing and over regulating our employers and businesses; vilif… https://t.co/y53mX3qW32,"['joebiden', 'career', 'politician', 'made', 'tough', 'road', 'taxing', 'regulating', 'employer', 'business', 'visit']"
Tahdahling,@JoeBiden You need more string. https://t.co/p0XDwVk7Ys,"['joebiden', 'need', 'string']"
landen_roger,@JoeBiden -I love this @JoeBiden parody account!!,"['joebiden', 'love', 'joebiden', 'parody', 'account']"
HollyWilhelm4,@JoeBiden https://t.co/5V3ec830SI,['joebiden']
flylowflyslow,@JoeBiden “Together” means Joe and his corporate sponsors. NOT US. He won’t do anything substantive to help us..,"['joebiden', 'together', 'mean', 'joe', 'corporate', 'sponsor', 'u', 'anything', 'substantive', 'help', 'u']"
CraigMortensen8,"@JoeBiden Comment from Democrat  Really, Mr Biden? I hear many people TO THIS DAY saying, ""better Trump than 'KILLA… https://t.co/8YbRofEq5d","['joebiden', 'comment', 'democrat', 'really', 'mr', 'biden', 'hear', 'many', 'people', 'day', 'saying', 'better', 'trump', 'kill']"
TheLiberalDemon,"@JoeBiden You said it, Joe! Now let's pass Medicare for All! 😊","['joebiden', 'said', 'joe', 'let', 'pas', 'medical', 'smiling', 'face', 'smiling', 'eye']"
agbdorn,"@JoeBiden ""There is nothing we're unable to achieve when we do it together"" So you think M4A, GND &amp; free college ar… https://t.co/VV0SiXlNHf","['joebiden', 'nothing', 'unable', 'achieve', 'together', 'think', 'm4a', 'gnd', 'amp', 'free', 'college', 'ar']"
LaprocinaSue,"@JoeBiden Did you forget? Your friends removed our history and you removed your public whipping station too, we no… https://t.co/g8c1AQHkvR","['joebiden', 'forget', 'friend', 'removed', 'history', 'removed', 'public', 'whipping', 'station']"
marthaelenabaez,@JoeBiden https://t.co/zUeLWvp2V8,['joebiden']
MrsHuney8814,@JoeBiden @AshtonBurtonVA You @JoeBiden have no clue! #pathetic,"['joebiden', 'ashtonburtonva', 'joebiden', 'clue', 'pathetic']"
Neil50009405,@JoeBiden I honestly believe the union should be dissolved at this point,"['joebiden', 'honestly', 'believe', 'union', 'dissolved', 'point']"
SarcasmStardust,@JoeBiden Which is why you just shot down policy proposals that are extremely popular with your base. 🖕🏼🖕🏼🖕🏼,"['joebiden', 'shot', 'policy', 'proposal', 'extremely', 'popular', 'base', 'middle', 'finger', 'medium', 'light', 'skin', 'tone', 'middle', 'finger', 'medium', 'light', 'skin', 'tone', 'middle', 'finger', 'medium', 'light', 'skin', 'tone']"
gatorfanscott,@JoeBiden Can we get better options for President?,"['joebiden', 'get', 'better', 'option', 'president']"
Famke65331905,@JoeBiden Stay in your basement.,"['joebiden', 'stay', 'basement']"
NinaXCriedPOWER,@JoeBiden What tf does this even MEAN???,"['joebiden', 'tf', 'even', 'mean']"
lobo0506,@JoeBiden Then how come the Dems are not working with us? Why do you go against our President at every turn. If you… https://t.co/Da5bEHnEBN,"['joebiden', 'come', 'dems', 'working', 'u', 'go', 'president', 'every', 'turn']"
AmyA24883909,@JoeBiden #HopefortheFuture,"['joebiden', 'hopeforthefuture']"
former_pod,@JoeBiden Maybe you should at least give some lip service to policy that will help the non-rich in this country.  R… https://t.co/j0Pq1JZvsQ,"['joebiden', 'maybe', 'least', 'give', 'lip', 'service', 'policy', 'help', 'non', 'rich', 'country', 'r']"
ProudSocialist,@JoeBiden This tweet is divorced from reality. You are making the road tougher for millions of Americans by refusin… https://t.co/yPECxaO7B7,"['joebiden', 'tweet', 'divorced', 'reality', 'making', 'road', 'tougher', 'million', 'american', 'refusing']"
andresha_bass,"@JoeBiden We don't want to do anything with you, decades of your work are on display, accepting your policies will… https://t.co/lQ5Wj3Nl7d","['joebiden', 'want', 'anything', 'decade', 'work', 'display', 'accepting', 'policy']"
OfficialEugene7,"@JoeBiden Then you said you are anti-legal cannabis, so #GoFuckYourselfJoeBiden I will #NeverVoteBiden.","['joebiden', 'said', 'anti', 'legal', 'cannabis', 'gofuckyourselfjoebiden', 'nevervotebiden']"
ShouldBeFamous,@JoeBiden You have to do it together because you can't even walk on your own,"['joebiden', 'together', 'even', 'walk']"
theshadowknows,"@JoeBiden And we need strong relationships with our real allies and a strong stance toward Russia, North Korea, and… https://t.co/rBcXl41TEJ","['joebiden', 'need', 'strong', 'relationship', 'real', 'ally', 'strong', 'stance', 'toward', 'russia', 'north', 'korea']"
TKPOE13,"@JoeBiden Illusion, maybe not, but delusions-you have many. #Trump2020  #Trump2020VictoryNowMoreThanEver  #WalkAway… https://t.co/PHJyhDyFP9","['joebiden', 'illusion', 'maybe', 'delusion', 'many', 'trump2020', 'trump2020victorynowmorethanever', 'walkway']"
BobLee57844237,@JoeBiden Do you know where you are RIGHT NOW?,"['joebiden', 'know', 'right']"
GrandmasHGArt,"@JoeBiden Except Medicare for all, green new deal and preventing 30 million people getting evicted.  Piss off with… https://t.co/idrDkwCFYJ","['joebiden', 'except', 'medical', 'green', 'new', 'deal', 'preventing', '30', 'million', 'people', 'getting', 'evicted', 'piss']"
IAmBrandonTyler,@JoeBiden What the fuck does this even mean? https://t.co/EbNuDvGX9A,"['joebiden', 'fuck', 'even', 'mean']"
Soyouthinkyour6,"@JoeBiden Except and policy that helps we the people. Sure you'll make sure the banks,wall street, and mega corps g… https://t.co/9y1vWOiQV1","['joebiden', 'except', 'policy', 'help', 'people', 'sure', 'make', 'sure', 'bank', 'wall', 'street', 'mega', 'corp', 'g']"
Imdragonman420,@JoeBiden This is your history of racism throughout your political career https://t.co/kniY3HIhCX,"['joebiden', 'history', 'racism', 'throughout', 'political', 'career']"
SWH19701,"@JoeBiden $1000 says you don’t write your tweets. Hell, I’d bet another $1000 that you can’t even read them","['joebiden', '1000', 'say', 'write', 'tweet', 'hell', 'bet', 'another', '1000', 'even', 'read']"
ClaireRawlings7,@JoeBiden You are NOT helping..,"['joebiden', 'helping']"
JaysonsRage,"@JoeBiden If you want the Left, you have to reach out to us. Earn our fucking votes.","['joebiden', 'want', 'left', 'reach', 'u', 'earn', 'fucking', 'vote']"
duffy8383,@JoeBiden Ummm I don't have a lobbyists. Where do I fit in? #M4All,"['joebiden', 'mmm', 'lobbyist', 'fit', 'm4all']"
TomQPublic1,@JoeBiden @JennyJenGem1 Joe you have delusions of adequacy brought on by your dementia.,"['joebiden', 'jennyjengem1', 'joe', 'delusion', 'adequate', 'brought', 'dementia']"
JemmingPaula,"@JoeBiden Except provide Medicare for each and every citizen of this country. Can't seem to manage that, won't even… https://t.co/rlcjPoP9Qs","['joebiden', 'except', 'provide', 'medical', 'every', 'citizen', 'country', 'seem', 'manage', 'even']"
lseeburr,"@JoeBiden Dear whoever is writing Joe's tweets,  We're curious.  Joe's been in office since the early '70's. He sho… https://t.co/tWNi2wulNy","['joebiden', 'dear', 'whoever', 'writing', 'joe', 'tweet', 'curious', 'joe', 'office', 'since', 'early', '70', 'sho']"
RickJac34826290,@JoeBiden You are delusional,"['joebiden', 'delusional']"
shawnisaacs1,"@JoeBiden If there's nothing we're unable to achieve, then why shoot yourself... shoot the public... before even ge… https://t.co/e2mbJGE7o9","['joebiden', 'nothing', 'unable', 'achieve', 'shoot', 'shoot', 'public', 'even', 'ge']"
hair_trigger44,@JoeBiden #Trump2020NowMoreThanEver,"['joebiden', 'trump2020nowmorethanever']"
jenazy612,@JoeBiden That’s just hallmarky,"['joebiden', 'hallmark']"
CaptainNemo911,@JoeBiden Stop clogging the Twitter feed with bable! We know Joe does not write these. They are sent in from Chines… https://t.co/kY025pknC3,"['joebiden', 'stop', 'logging', 'twitter', 'feed', 'table', 'know', 'joe', 'write', 'sent', 'chinese']"
kam18973295,@JoeBiden You forgot to reclaim your time before your tweet,"['joebiden', 'forgot', 'reclaim', 'time', 'tweet']"
